Packet Loss Budget,Latency Budget (μs),Jitter Budget (μs),Data Rate Budget (Gbps),Required Mobility,Required Connectivity,Slice Available Transfer Rate (Gbps),Slice Latency (μs),Slice Packet Loss,Slice Jitter (μs),Slice Type,Slice Handover,Latency_Gap,Packet_Loss_Gap,Jitter_Gap,SLA_Respected,Rate_Gap,Latency_Score,Packet_Loss_Score,Jitter_Score,Rate_Score,QoS_Probability,Efficiency_Index,Latency_Stress_Ratio,Mobility_Jitter_Impact,Bandwidth_Usage_Ratio,Aggregated_QoS_Score
1e-06,1.0,1000.0,1000.0,0,0,1058.7006596724027,0.9468285421676446,6.54817306435034e-07,674.2719514141909,0,1,0.05317145783235544,3.45182693564966e-07,325.7280485858091,0,58.70065967240271,0.5132897335267593,0.5853652151826949,0.5807195836668533,0.5146709524358085,0.5485113712030291,1704832760.8083901,0.05317145777918398,0.0,1.058700659671344,0.5343976173930864
0.0,1000.0,1.0,1000.0,0,1,1273.2991068216538,619.4358985283088,0.0,0.6895425749755647,4,0,380.5641014716912,0.0,0.3104574250244353,0,273.2991068216538,0.5940091501420113,0.5,0.5769969093874576,0.5679026509113387,0.559727177610202,1273299106821.6538,0.3805641014713106,0.0,1.2732991068203805,0.5733738372076977
1e-06,1000.0,1.0,1000.0,1,0,1416.485573237039,694.6917322289748,1.1210247864971644e-07,0.47213533448474676,1,1,305.30826777102516,8.878975213502835e-07,0.5278646655152532,0,416.48557323703903,0.5757396513662917,0.7082728619117219,0.6289849414270962,0.602641973314291,0.6289098570048502,18188598.38409242,0.30530826777071984,0.47213533448474676,1.4164855732356225,0.6077127270173953
1e-05,1000.0,1.0,1000.0,0,1,1367.7818473390669,856.1474180745865,8.7116135041818e-06,0.1234225327554594,3,1,143.85258192541346,1.2883864958182008e-06,0.8765774672445406,1,367.78184733906687,0.535901256407026,0.5321619738301919,0.7061124863400479,0.590922886011002,0.591274650647067,183387.45632893994,0.14385258192526962,0.0,1.367781847337699,0.5860760630171398
1e-06,1.0,1000.0,1000.0,0,0,1351.847964108547,0.6835624045695106,3.441596112290224e-07,684.0621848800696,0,1,0.31643759543048944,6.558403887709775e-07,315.9378151199304,0,351.8479641085471,0.5784558222923366,0.6581779833163511,0.578333948821348,0.5870656335537618,0.6005083469959493,5721997064.671819,0.31643759511405184,0.0,1.3518479641071952,0.588986607078968
0.0,1000.0,1.0,1000.0,0,1,1263.6788285959333,745.5859498828665,0.0,0.8506815588501934,4,0,254.41405011713346,0.0,0.14931844114980664,0,263.6788285959333,0.5632626492053325,0.5,0.5372604061375338,0.5655404133501141,0.5415158671732451,1263678828595.933,0.25441405011687906,0.0,1.2636788285946696,0.552419264914674
1e-06,1.0,1000.0,1000.0,0,0,1499.0448569593532,0.8514428043601854,6.729255090988549e-07,304.3767321532813,0,1,0.14855719563981462,3.27074490901145e-07,695.6232678467187,0,499.0448569593532,0.5370711462671043,0.5809678428802686,0.6672166810241903,0.6222348428010183,0.6018726282431452,2611769410.185313,0.14855719549125743,0.0,1.499044856957854,0.5930390318400122
1e-06,1000.0,1.0,1000.0,1,0,1472.2423702024091,870.5505229499356,7.913795970386389e-07,0.340155258697385,1,1,129.4494770500644,2.08620402961361e-07,0.659844741302615,0,472.2423702024091,0.5323172530604696,0.5519152197596401,0.6592255107280978,0.6159143578385304,0.5898430853466845,2136977.019337677,0.12944947704993495,0.340155258697385,1.4722423702009368,0.5847378326973305
1e-05,1000.0,1.0,1000.0,0,1,1476.655390549281,758.1959488625718,2.3177072482248634e-06,0.3597412651509379,3,1,241.80405113742825,7.682292751775138e-06,0.640258734849062,1,476.65539054928104,0.5601581813019987,0.6831210982762045,0.6548119454856999,0.6169577835338704,0.6287622521494434,840308.7183297279,0.24180405113718645,0.0,1.4766553905478044,0.6084251065057211
0.0,1000.0,1.0,1000.0,0,1,1326.9329977446787,744.5624634708548,0.0,0.2264420623461659,4,0,255.43753652914518,0.0,0.7735579376538341,0,326.9329977446787,0.5635144083261139,0.5,0.6842900439000398,0.5810129413598112,0.5822043483964913,1326932997744.6787,0.25543753652888973,0.0,1.3269329977433517,0.5865676545183969
1e-06,1000.0,1.0,1000.0,1,0,1130.3678487582142,518.1824810136885,8.217722363970266e-07,0.2934982620764077,1,1,481.8175189863115,1.782277636029734e-07,0.7065017379235923,1,130.36784875821422,0.6181769634640564,0.5443952067642408,0.6696277113436989,0.5325458800340989,0.5911864404015237,2654511.3454264514,0.4818175189858297,0.2934982620764077,1.1303678487570838,0.5953996123410161
1e-06,1000.0,1.0,1000.0,1,0,1231.398811653695,749.7185468709304,5.004998917479905e-07,0.8044889018818379,1,1,250.28145312906963,4.995001082520095e-07,0.19551109811816214,1,231.39881165369502,0.5622457748807573,0.6222245589741076,0.5487226729179803,0.5575929454721215,0.5726964880612416,3281673.198081884,0.25028145312881933,0.8044889018818379,1.2313988116524637,0.5641431840749462
0.0,1000.0,1.0,1000.0,0,1,1415.6644461710086,544.8903134619537,0.0,0.2799873380866125,4,0,455.1096865380463,0.0,0.7200126619133875,0,415.66444617100865,0.611853418646895,0.5,0.6726098051427681,0.6024453258662776,0.5967271374139851,1415664446171.0085,0.45510968653759115,0.0,1.415664446169593,0.6099969262471949
1e-07,0.1,1.0,1000.0,0,0,4025.371095436612,1874.006369052556,0.0003224736238303,1311.6073494355776,0,1,-1873.906369052556,-0.0003223736238303,-1310.6073494355776,0,3025.371095436612,4.5397868702434395e-05,4.5397868702434395e-05,4.5397868702434395e-05,0.953707236678454,0.23846085757114033,6661.018846469708,-18739.063503134927,0.0,4.025371095432587,0.2861439495116279
1e-05,1000.0,1.0,1000.0,0,1,1019.8695322524457,808.3861246321518,2.525809061150509e-06,0.4689641115989557,3,1,191.6138753678482,7.474190938849492e-06,0.5310358884010443,0,19.86953225244565,0.5477574368310718,0.678599773261576,0.6297246839433761,0.5049672196433542,0.5902622784198446,499487.97549235885,0.1916138753676566,0.0,1.0198695322514257,0.5643980547402678
1e-05,1000.0,1.0,1000.0,0,0,1067.8151895283547,599.5043197867057,6.893660393356522e-06,0.5950875860079657,2,1,400.49568021329435,3.106339606643479e-06,0.40491241399203426,0,67.81518952835472,0.5988067467821883,0.5770324154488168,0.599867345986612,0.5169473029673045,0.5731634527962304,258376.96217534321,0.40049568021289383,0.0,1.067815189527287,0.5722836003452708
1e-06,1000.0,1.0,1000.0,1,0,1001.9349129722461,674.7308825223253,6.588569220383761e-07,0.8274338774794096,1,1,325.26911747767474,3.411430779616239e-07,0.17256612252059045,1,1.9349129722461385,0.5806078369871756,0.5843853921187095,0.543034788899871,0.5004837280921425,0.5521279365244747,2253807.5624505566,0.3252691174773495,0.8274338774794096,1.0019349129712443,0.5494337502143581
1e-07,0.1,1.0,1000.0,0,0,1343.7845099712586,0.05941237933066305,3.954885648965209e-08,0.25137999004463185,0,1,0.04058762066933696,6.04511435103479e-08,0.7486200099553681,0,343.78450997125856,0.6000986586291547,0.6453190455802194,0.6788779317685978,0.5851095317430217,0.6273512919302484,401166628102.0901,0.40587620263460755,0.0,1.3437845099699148,0.6158798138863099
1e-05,1000.0,1.0,1000.0,0,0,1045.8574176160175,588.9062329600843,5.572301881472219e-06,0.7379156467294521,2,1,411.09376703991575,4.427698118527782e-06,0.2620843532705479,0,45.85741761601753,0.6013501146455325,0.6089082802300747,0.565148602733982,0.5114623457911829,0.571717335850193,318706.9698588325,0.4110937670395047,0.0,1.0458574176149718,0.5678992981653718
1e-05,1000.0,1.0,1000.0,0,1,1061.259622847205,616.4888006204693,8.93897875344242e-06,0.6890212643482269,3,1,383.5111993795307,1.0610212465575805e-06,0.31097873565177314,0,61.25962284720504,0.5947196816219543,0.5264980296888583,0.5771241413316869,0.51531011810173,0.5534129926860574,192578.79543872512,0.3835111993791472,0.0,1.0612596228461437,0.5605555393145238
1e-05,1000.0,1.0,1000.0,0,0,6269.742392398339,2299.5537803493567,0.0005931054868416,1902.6516045369044,2,1,-1299.5537803493567,-0.0005831054868416,-1901.6516045369044,0,5269.742392398339,0.21424012457253344,4.5397868702434395e-05,4.5397868702434395e-05,0.9948813990959937,0.302303079851483,4596.996616557158,-1.299553780348057,0.0,6.269742392392069,0.3841740889184222
1e-07,0.1,1.0,1000.0,0,0,1339.9851304378578,0.0523541129504538,5.85301272293424e-08,0.7196868837402096,0,1,0.047645887049546205,4.1469872770657593e-08,0.2803131162597904,1,339.98513043785783,0.6169113395491995,0.6012300125767186,0.569622986820941,0.5841869109363805,0.5929878124708099,329696989379.2632,0.47645886573087337,0.0,1.3399851304365178,0.5960682077224542
1e-09,1000.0,1.0,1000.0,1,0,1316.6187055057828,608.603221810794,3.859164451201452e-10,0.23891658765093818,1,1,391.396778189206,6.140835548798548e-10,0.7610834123490618,0,316.6187055057828,0.5966188999410806,0.5761630288208668,0.681588907940606,0.5784999844708624,0.608217705293354,5581967825.494726,0.3913967781888146,0.23891658765093818,1.3166187055044662,0.6061316397878989
1e-05,1000.0,1.0,1000.0,0,0,1448.4669511233553,636.8846944452052,6.291672193372858e-06,0.6231108452206564,2,1,363.11530555479476,3.708327806627143e-06,0.3768891547793436,0,448.46695112335533,0.5897943519475772,0.5916512338680631,0.593122586238017,0.6102746760794994,0.5962107120332891,361477.76055385685,0.36311530555443167,0.0,1.4484669511219068,0.5967897842372905
0.0,1000.0,1.0,1000.0,0,1,1407.408252515225,555.1726363785418,0.0,0.1814551256424431,4,0,444.8273636214582,0.0,0.818544874357557,0,407.40825251522506,0.6094086918124798,0.5,0.6939273698762426,0.6004662639090758,0.6009505813994496,1407408252515.2249,0.4448273636210133,0.0,1.4074082525138176,0.6126888298729632
1e-06,1.0,1000.0,1000.0,0,0,3939.201290168592,2111.3369883175847,0.000423195561748,2294.9201417765703,0,1,-2110.3369883175847,-0.000422195561748,-1294.9201417765703,0,2939.201290168592,4.5397868702434395e-05,4.5397868702434395e-05,0.2150211901015359,0.9497506225699279,0.29121565210221717,4408.689495277473,-2110.3369862072477,0.0,3.939201290164653,0.3279521237256368
